order_id,order_date,customer_id,product_name,category,quantity,unit_price,region,sales_rep,total_sales
ORD000616,2024-04-03,CUST1267,Basketball,Sports,88,297.37,Central,Mike Davis,26168.56
ORD000617,2023-11-06,CUST1355,Tablet,Electronics,3,1479.71,East,Ryan Thompson,4439.13
ORD000618,2024-06-07,CUST8542,Textbook,Books,1,47.04,East,Mike Davis,47.04
ORD000619,2023-05-22,CUST5920,Garden Tools,Home & Garden,3,270.2,North,Amanda White,810.5999999999999
ORD000620,2024-02-14,CUST3832,Cookbook,Books,4,39.37,West,Amanda White,157.48
ORD000621,2023-04-08,CUST2285,Biography,Books,4,11.49,North,Emily Taylor,45.96
ORD000622,2023-12-23,CUST1187,Yoga Mat,Sports,2,373.84,West,John Smith,747.68
ORD000623,2023-11-09,CUST9231,Fiction Novel,Books,3,22.77,South,Mike Davis,68.31
ORD000624,2023-02-21,CUST9269,Puzzle,Toys,5,97.54,North,Lisa Brown,487.70000000000005
ORD000625,2024-03-18,CUST1807,Bedding,Home & Garden,4,69.96,Central,  Chris Anderson ,279.84
ORD000626,2023-09-26,CUST3209,Headphones,Electronics,2,852.37,West,Ryan Thompson,1704.74
ORD000627,2023-07-22,CUST9589,Yoga Mat,Sports,5,269.59,South,Lisa Brown,1347.9499999999998
ORD000628,2023-03-15,CUST2843,Bedding,Home & Garden,1,117.32,West,Chris Anderson,117.32
ORD000629,2024-01-10,CUST5994,Vacuum Cleaner,Home & Garden,1,116.6,South,Emily Taylor,116.6
ORD000630,2024-09-23,CUST4271,Bicycle,Sports,2,79.68,East,Mike Davis,159.36
ORD000631,2023-03-29,CUST5713,Smart Watch,Electronics,2,270.9,North,Emily Taylor,541.8
ORD000632,2024-12-11,CUST9814,Tablet,Electronics,2,785.08,South,Lisa Brown,1570.16
ORD000633,2024-07-13,CUST1301,Biography,Books,2,3195.0,West,Amanda White,63.9
ORD000634,2024-11-10,CUST5444,Fiction Novel,Books,2,20.22,North,Jessica Miller,40.44
ORD000635,2024-11-01,CUST2767,Laptop,Electronics,3,705.24,North,David Wilson,2115.7200000000003
ORD000636,2024-10-26,CUST6168,Tennis Racket,Sports,1,392.42,West,Amanda White,392.42
ORD000637,2024-06-28,CUST1352,Smartphone,Electronics,85,458.54,North,Lisa Brown,38975.9
ORD000638,2024-06-26,CUST6681,Garden Tools,Home & Garden,1,162.28,East,Emily Taylor,162.28
ORD000639,2024-10-02,CUST2015,Vacuum Cleaner,Home & Garden,67,298.92,East,Chris Anderson,20027.64
ORD000640,2023-01-31,CUST3248,Biography,Books,4,19.02,North,Chris Anderson,76.08
ORD000641,2024-06-17,CUST4938,Remote Car,Toys,4,89.18,Central,Mike Davis,356.72
ORD000642,2024-03-12,CUST3270,Kitchen Set,Home & Garden,2,118.91,Central,Ryan Thompson,237.82
ORD000643,2024-12-01,CUST3215,Jeans,Clothing,5,60.17,West,Mike Davis,300.85
ORD000644,2024-11-02,CUST4016,Cookbook,Books,1,22.7,East,Mike Davis,22.7
ORD000645,2023-01-31,CUST3489,Bedding,Home & Garden,3,289.52,South,Sarah Johnson,868.56
ORD000646,2023-05-15,CUST4783,T-Shirt,Clothing,3,119.12,Central,Lisa Brown,357.36
ORD000647,2023-08-25,CUST3196,LEGO Set,Toys,4,45.54,Central,Amanda White,182.16
ORD000648,2024-04-25,CUST3253,Board Game,Toys,4,30.64,South,Lisa Brown,122.56
ORD000649,2023-08-20,CUST7767,Headphones,Electronics,3,1193.9,South,Lisa Brown,3581.7000000000003
ORD000650,2023-07-29,CUST9027,Smartphone,Electronics,89,1405.23,East,Jessica Miller,125065.47
ORD000651,2023-09-10,CUST6126,Yoga Mat,Sports,4,316.08,West,Amanda White,1264.32
ORD000652,2024-08-08,CUST9530,Textbook,Books,1,31.01,North,Jessica Miller,31.01
ORD000653,2024-04-12,CUST7347,Smartphone,Electronics,1,874.31,Central,John Smith,874.31
ORD000654,2023-07-14,CUST8558,Bedding,Home & Garden,3,137.47,South,Chris Anderson,412.40999999999997
ORD000655,2023-10-29,CUST8400,Fiction Novel,Books,4,37.6,North,Ryan Thompson,150.4
ORD000656,2023-04-26,CUST7440,Dress,Clothing,2,141.92,West,Emily Taylor,283.84
ORD000657,2024-04-06,CUST8449,Smartphone,Electronics,2,789.78,North,David Wilson,1579.56
ORD000658,2023-11-28,CUST8362,Action Figure,Toys,1,76.06,East,Sarah Johnson,76.06
ORD000659,2024-06-20,CUST3619,Puzzle,Toys,89,76.78,West,Ryan Thompson,6833.42
ORD000660,2024-01-25,CUST3656,Smartphone,Electronics,2,1385.93,South,Mike Davis,2771.86
ORD000661,2024-12-30,CUST5731,Headphones,Electronics,4,600.48,South,Sarah Johnson,2401.92
ORD000662,2023-05-15,CUST9153,T-Shirt,Clothing,4,100.93,West,Ryan Thompson,403.72
ORD000663,2023-01-06,CUST8434,Self-Help,Books,4,19.52,West,Jessica Miller,78.08
ORD000664,2023-03-23,CUST4401,Textbook,Books,3,10.26,North,Mike Davis,30.78
ORD000665,2023-06-01,CUST5889,Smart Watch,Electronics,1,653.73,East,Sarah Johnson,653.73
ORD000666,2023-02-20,CUST3906,Headphones,Electronics,3,1491.86,West,Amanda White,4475.58
ORD000667,2024-01-04,CUST2108,Laptop,Electronics,4,1199.07,West,Ryan Thompson,4796.28
ORD000668,2023-03-08,CUST6393,Bedding,Home & Garden,3,66.33,Central,Chris Anderson,198.99
ORD000669,2024-06-21,,Sweater,Clothing,5,47.18,North,Jessica Miller,235.9
ORD000670,2024-12-06,CUST9608,Biography,Books,3,27.08,Central,Amanda White,81.24
ORD000671,2023-12-29,,Dress,Clothing,4,93.14,South,Amanda White,372.56
ORD000672,2023-08-27,CUST8616,Board Game,Toys,1,98.24,North,Lisa Brown,98.24
ORD000673,2024-09-22,CUST1185,Yoga Mat,Sports,2,42.06,South,David Wilson,84.12
ORD000674,2023-09-18,CUST2865,Tablet,Electronics,1,590.37,East,Emily Taylor,590.37
ORD000675,2024-02-10,CUST4178,Remote Car,Toys,2,67.36,East,Emily Taylor,134.72
ORD000676,2024-11-19,CUST3545,Yoga Mat,Sports,4,323.97,West,Ryan Thompson,1295.88
ORD000677,2023-12-10,CUST5904,Yoga Mat,Sports,5,372.92,Central,Emily Taylor,1864.6000000000001
ORD000678,2024-07-22,CUST2084,Fiction Novel,Books,3,18.33,South,David Wilson,54.989999999999995
ORD000679,2023-02-01,7382,Bedding,Home & Garden,5,199.16,South,Amanda White,995.8
ORD000680,2023-04-30,CUST9143,Garden Tools,Home & Garden,1,221.66,South,Emily Taylor,221.66
ORD000681,2024-04-07,CUST1612,Vacuum Cleaner,Home & Garden,3,171.78,South,Sarah Johnson,515.34
ORD000682,2024-03-30,CUST4116,Fiction Novel,Books,2,41.96,East,Jessica Miller,83.92
ORD000683,2024-06-20,CUST3174,Garden Tools,Home & Garden,5,68.69,South,John Smith,343.45
ORD000684,2024-04-15,CUST2426,Bicycle,Sports,1,68.44,East,Jessica Miller,68.44
ORD000685,2023-02-17,6114,Camera,Electronics,1,1196.03,South,Emily Taylor,1196.03
ORD000686,2023-07-25,CUST2927,Jacket,Clothing,4,55.96,East,Mike Davis,223.84
ORD000687,2023-06-11,CUST2677,Coffee Maker,Home & Garden,5,34.12,South,Ryan Thompson,170.6
ORD000688,2023-12-25,CUST5011,Biography,Books,3,20.84,South,Sarah Johnson,62.519999999999996
ORD000689,2023-11-15,CUST8712,Biography,Books,1,31.62,North,Sarah Johnson,31.62
ORD000690,2024-01-28,CUST8304,Laptop,Electronics,5,754.41,Central,Emily Taylor,3772.0499999999997
ORD000691,2023-11-16,CUST2286,Vacuum Cleaner,Home & Garden,5,222.48,West,Amanda White,1112.3999999999999
ORD000692,2023-05-15,CUST8709,Smart Watch,ELECTRONICS,4,808.76,South,Lisa Brown,3235.04
ORD000693,2023-05-28,CUST6320,Biography,Books,3,46.51,West,Jessica Miller,139.53
ORD000694,2023-01-31,CUST5624,Headphones,Electronics,2,346.75,East,  Amanda White ,693.5
ORD000695,2024-08-11,CUST6339,Dress,Clothing,1,33.38,Central,Sarah Johnson,33.38
ORD000696,2023-11-06,CUST4992,Self-Help,Books,5,26.03,Central,Mike Davis,130.15
ORD000697,2024-05-08,CUST8063,Basketball,Sports,5,152.77,West,Amanda White,763.85
ORD000698,2025-15-32,CUST8972,Cookbook,Books,5,16.92,North,Amanda White,84.60000000000001
ORD000699,2024-09-02,CUST6046,Running Shoes,Sports,2,233.16,West,Sarah Johnson,466.32
ORD000700,2024-09-04,CUST6364,Smart Watch,Electronics,4,1258.29,West,John Smith,5033.16
ORD000701,2023-04-03,CUST3403,Jeans,Clothing,1,135.34,South,Jessica Miller,135.34
ORD000702,2024-06-28,CUST6187,Bedding,Home & Garden,2,196.2,East,Amanda White,392.4
ORD000703,2024-11-26,CUST1133,Bedding,Home & Garden,1,223.8,Central,Ryan Thompson,223.8
ORD000704,2024-02-18,CUST1013,Jacket,Clothing,1,28.11,Central,Emily Taylor,28.11
ORD000705,2023-04-23,CUST6212,Coffee Maker,Home & Garden,4,93.52,West,Chris Anderson,374.08
ORD000706,2024-01-26,CUST4083,Bicycle,Sports,2,104.21,Central,Chris Anderson,208.42
ORD000707,2024-01-04,CUST3200,Tennis Racket,Sports,2,133.18,North,Sarah Johnson,266.36
ORD000708,2024-10-25,CUST3224,Smartphone,Electronics,4,1137.74,,Mike Davis,4550.96
ORD000709,2024-10-19,CUST3945,Yoga Mat,Sports,4,360.09,West,Ryan Thompson,1440.36
ORD000710,2024-03-10,CUST1121,Self-Help,Books,4,25.39,Central,Jessica Miller,101.56
ORD000711,2023-08-31,CUST7012,Remote Car,Toys,5,37.89,North,John Smith,189.45
ORD000712,2024-08-04,CUST3327,Running Shoes,Sports,1,67.44,Central,David Wilson,67.44
ORD000713,2024-04-21,CUST8740,Fiction Novel,Books,2,30.93,North,Ryan Thompson,61.86
ORD000714,2024-08-16,CUST8681,Kitchen Set,Home & Garden,1,44.25,West,Ryan Thompson,44.25
ORD000715,2024-04-25,CUST5738,Biography,Books,68,26.84,South,John Smith,1825.12
ORD000716,2024-12-12,CUST8752,Biography,Books,1,39.08,Central,Mike Davis,39.08
ORD000717,2024-08-09,CUST1447,Smart Watch,Electronics,5,1487.47,East,Jessica Miller,7437.35
ORD000718,2023-03-26,CUST3171,Dress,Clothing,3,29.99,Central,David Wilson,89.97
ORD000719,2023-10-09,CUST3476,Coffee Maker,Home & Garden,5,230.19,West,Emily Taylor,1150.95
ORD000720,2023-06-29,,Vacuum Cleaner,Home & Garden,1,160.93,North,Mike Davis,160.93
ORD000721,2024-09-01,CUST4898,Sneakers,Clothing,4,117.86,West,Mike Davis,471.44
ORD000722,2023-08-04,CUST1860,Biography,Books,1,12.17,South,  Jessica Miller ,12.17
ORD000723,2024-02-13,CUST4828,Running Shoes,Sports,5,203.6,West,Chris Anderson,1018.0
ORD000724,2024-04-30,CUST8353,Vacuum Cleaner,Home & Garden,3,173.22,West,Emily Taylor,519.66
ORD000725,2024-06-26,CUST8074,LEGO Set,Toys,3,23.28,Central,David Wilson,69.84
ORD000726,2023-12-10,CUST7408,Garden Tools,Home & Garden,5,246.63,West,Lisa Brown,1233.15
ORD000727,2024-11-19,CUST6132,Cookbook,Books,2,30.8,Central,John Smith,61.6
ORD000728,2024-11-19,CUST8306,Laptop,Electronics,1,215.55,East,Lisa Brown,215.55
ORD000729,2023-10-18,CUST4552,Vacuum Cleaner,Home & Garden,1,39.19,Central,Sarah Johnson,39.19
ORD000730,2024-12-26,CUST4027,Laptop,Electronics,5,1313.37,North,Mike Davis,6566.849999999999
ORD000731,2023-09-17,CUST5528,Bedding,Home & Garden,4,208.33,West,Emily Taylor,833.32
ORD000732,2023-09-21,CUST6450,T-Shirt,Clothing,4,56.05,North,David Wilson,224.2
ORD000733,2023-09-29,CUST7432,Sneakers,Clothing,62,29.02,South,Jessica Miller,1799.24
ORD000734,2023-04-22,CUST8234,Dress,Clothing,1,119.93,East,Sarah Johnson,119.93
ORD000735,2023-02-05,CUST1307,Laptop,Electronics,4,942.75,West,Mike Davis,3771.0
ORD000736,2024-10-30,CUST3483,LEGO Set,Toys,3,94.3,East,Chris Anderson,282.9
ORD000737,2024-08-11,CUST8144,Camera,Electronics,4,1119.89,West,Sarah Johnson,4479.56
ORD000738,2024-07-07,CUST2985,T-Shirt,Clothing,4,69.98,Central,Ryan Thompson,279.92
ORD000739,2024-01-03,CUST6985,Garden Tools,Home & Garden,1,138.17,Central,Emily Taylor,138.17
ORD000740,2023-03-24,CUST7294,Running Shoes,Sports,1,267.92,South,David Wilson,267.92
ORD000741,2024-12-13,CUST8175,Basketball,Sports,1,261.48,South,Mike Davis,261.48
ORD000742,2023-02-06,CUST7369,T-Shirt,Clothing,4,113.57,North,Ryan Thompson,454.28
ORD000743,2024-10-20,CUST1268,Bedding,home & garden,4,174.16,North,Emily Taylor,696.64
ORD000744,2025-15-32,CUST8509,Coffee Maker,Home & Garden,5,139.49,Central,Mike Davis,697.45
ORD000745,2024-08-16,CUST8720,T-Shirt,Clothing,1,24.79,Central,John Smith,24.79
ORD000746,2023-09-06,CUST2594,Action Figure,Toys,3,16.22,West,Amanda White,48.66
ORD000747,2023-06-24,CUST4613,Fiction Novel,Books,4,42.71,North,Lisa Brown,170.84
ORD000748,2024-03-12,CUST9943,Bedding,Home & Garden,86,117.54,South,Emily Taylor,10108.44
ORD000749,2023-08-07,CUST3314,Camera,Electronics,3,425.48,West,Mike Davis,1276.44
ORD000750,2024-12-14,CUST1666,Kitchen Set,Home & Garden,5,74.55,South,Sarah Johnson,372.75
ORD000751,2024-10-09,CUST2322,Self-Help,Books,4,41.11,North,John Smith,164.44
ORD000752,2023-07-03,CUST8798,Smart Watch,Electronics,4,1047.28,South,Lisa Brown,4189.12
ORD000753,2023-05-27,CUST1616,Board Game,Toys,2,59.46,Central,Mike Davis,118.92
ORD000754,2025-15-32,CUST7861,Fiction Novel,Books,3,35.09,North,Ryan Thompson,105.27000000000001
ORD000755,2023-08-30,CUST6929,T-Shirt,Clothing,89,148.26,Central,Ryan Thompson,13195.14
ORD000756,2023-08-13,CUST8772,Tennis Racket,Sports,2,128.66,West,Mike Davis,257.32
ORD000757,2023-06-13,CUST8121,LEGO Set,Toys,2,19.59,East,Emily Taylor,39.18
ORD000758,2024-09-23,CUST3881,Basketball,Sports,5,64.16,South,John Smith,320.79999999999995
ORD000759,2024-05-11,CUST6340,Fiction Novel,Books,4,12.83,West,Lisa Brown,51.32
ORD000760,2024-11-24,CUST4884,Vacuum Cleaner,Home & Garden,1,240.32,West,Lisa Brown,240.32
ORD000761,2024-01-20,CUST3374,T-Shirt,Clothing,4,81.23,South,Amanda White,324.92
ORD000762,2024-04-10,CUST6875,Sneakers,Clothing,2,68.55,East,Lisa Brown,137.1
ORD000763,2023-12-10,CUST2820,T-Shirt,Clothing,2,109.99,West,Jessica Miller,219.98
ORD000764,2024-03-04,CUST3784,Jacket,Clothing,2,48.58,Central,Ryan Thompson,97.16
ORD000765,2023-08-24,CUST8757,Headphones,Electronics,2,1314.07,West,David Wilson,2628.14
ORD000766,2023-01-15,CUST8114,Puzzle,Toys,3,77.58,Central,Lisa Brown,232.74
ORD000767,2024-08-28,CUST1656,Dress,Clothing,1,136.77,West,Ryan Thompson,136.77
ORD000768,2023-02-04,CUST8412,Bicycle,Sports,1,172.87,West,Lisa Brown,172.87
ORD000769,2023-03-27,CUST3174,Fiction Novel,Books,2,37.73,East,David Wilson,75.46
ORD000770,2023-09-02,CUST8524,LEGO Set,Toys,2,16.35,Central,  Amanda White ,32.7
ORD000771,2023-01-25,CUST4030,Yoga Mat,Sports,4,314.44,East,Jessica Miller,1257.76
ORD000772,2024-12-21,CUST9698,LEGO Set,Toys,3,88.13,North,David Wilson,264.39
ORD000773,2024-03-12,CUST6500,Kitchen Set,Home & Garden,1,176.46,North,,176.46
ORD000774,2024-11-21,CUST1669,Coffee Maker,Home & Garden,5,59.96,East,Emily Taylor,299.8
ORD000775,2023-06-29,CUST3267,Remote Car,Toys,2,74.91,East,Lisa Brown,149.82
ORD000776,2024-07-06,CUST4437,Smart Watch,Electronics,5,822.04,South,Emily Taylor,4110.2
ORD000777,2023-12-28,CUST7108,Kitchen Set,Home & Garden,1,213.66,East,Jessica Miller,213.66
ORD000778,2024-05-12,CUST9730,Textbook,Books,5,43.18,East,Jessica Miller,215.9
ORD000779,2024-09-27,CUST2313,Coffee Maker,Home & Garden,1,80.86,West,Mike Davis,80.86
ORD000780,2023-10-23,CUST9131,Laptop,Electronics,2,414.2,South,Lisa Brown,828.4
ORD000781,2024-06-17,CUST3163,LEGO Set,Toys,84,39.92,West,Emily Taylor,3353.28
ORD000782,2024-03-06,CUST9513,Basketball,Sports,2,134.32,East,Chris Anderson,268.64
ORD000783,2024-08-15,CUST9986,Garden Tools,Home & Garden,5,161.26,West,Jessica Miller,806.3
ORD000784,2023-11-08,CUST4715,Cookbook,Books,3,45.93,West,Emily Taylor,137.79
ORD000785,2023-10-23,CUST3634,Smartphone,ELECTRONICS,2,659.06,Central,David Wilson,1318.12
ORD000786,2023-07-06,CUST3641,Sweater,Clothing,2,110.07,South,Sarah Johnson,220.14
ORD000787,2023-02-12,CUST4361,Kitchen Set,Home & Garden,2,64.15,Central,John Smith,128.3
ORD000788,2024-11-12,CUST9743,Garden Tools,Home & Garden,2,69.94,East,Sarah Johnson,139.88
ORD000789,2023-01-26,CUST3556,Yoga Mat,Sports,3,313.19,North,Ryan Thompson,939.5699999999999
ORD000790,2024-06-03,CUST3409,Garden Tools,Home & Garden,5,157.96,Central,Jessica Miller,789.8000000000001
ORD000791,2023-12-13,CUST2914,LEGO Set,Toys,2,77.19,East,John Smith,154.38
ORD000792,2024-02-16,CUST4197,Cookbook,Books,1,27.84,Central,Ryan Thompson,27.84
ORD000793,2023-08-16,CUST2431,Vacuum Cleaner,Home & Garden,4,36.09,Central,Chris Anderson,144.36
ORD000794,2023-07-19,CUST6915,Running Shoes,Sports,1,251.19,West,Mike Davis,251.19
ORD000795,2024-03-13,CUST6047,Bedding,Home & Garden,3,130.66,West,Ryan Thompson,391.98
ORD000796,2023-03-31,CUST8249,Sweater,Clothing,4,135.41,East,Mike Davis,541.64
ORD000797,2024-03-10,CUST3353,Puzzle,Toys,1,26.86,South,David Wilson,26.86
ORD000798,2024-05-01,CUST7156,Biography,Books,98,12.64,North,John Smith,1238.72
ORD000799,2024-02-24,CUST3243,Board Game,Toys,5,50.23,South,Mike Davis,251.14999999999998
ORD000800,2024-01-26,CUST5979,Kitchen Set,Home & Garden,3,162.46,West,Ryan Thompson,487.38
ORD000801,2024-04-19,CUST8742,T-Shirt,Clothing,3,122.86,North,David Wilson,368.58
ORD000802,2024-03-03,CUST2955,Sneakers,Clothing,1,137.88,East,Jessica Miller,137.88
ORD000803,2023-03-10,CUST8799,Biography,Books,3,33.24,North,Emily Taylor,99.72
ORD000804,2024-06-08,CUST1958,Remote Car,Toys,5,16.49,South,Emily Taylor,82.44999999999999
ORD000805,2024-04-17,CUST7873,Action Figure,Toys,3,45.38,East,John Smith,136.14000000000001
ORD000806,2023-10-24,CUST4002,Kitchen Set,Home & Garden,2,202.52,North,Amanda White,405.04
ORD000807,2023-06-21,CUST5447,Biography,Books,3,44.9,East,Sarah Johnson,134.7
ORD000808,2024-07-01,CUST5610,Biography,Books,5,42.93,East,Jessica Miller,214.65
ORD000809,2024-02-26,CUST4087,Vacuum Cleaner,Home & Garden,2,57.65,Central,Amanda White,115.3
ORD000810,2024-12-07,CUST7837,Textbook,Books,1,38.5,West,Sarah Johnson,38.5
ORD000811,2023-04-30,CUST3277,T-Shirt,Clothing,3,82.34,West,Amanda White,247.02
ORD000812,2024-06-19,CUST4643,Vacuum Cleaner,Home & Garden,1,221.67,South,Mike Davis,221.67
ORD000813,2024-12-05,CUST7960,Jacket,Clothing,1,36.29,North,Sarah Johnson,36.29
ORD000814,2023-01-20,CUST1971,Yoga Mat,Sports,5,40.94,West,Sarah Johnson,204.7
ORD000815,2023-09-17,CUST3028,Laptop,Electronics,1,592.14,Central,Lisa Brown,592.14
ORD000816,2024-08-24,CUST5544,Jeans,Clothing,2,107.18,Central,Emily Taylor,214.36
ORD000817,2023-12-27,CUST2119,Dress,Clothing,5,121.5,North,Amanda White,607.5
ORD000818,2023-01-15,CUST9800,Cookbook,Books,60,38.63,North,Sarah Johnson,2317.8
ORD000819,2023-08-08,CUST2758,Self-Help,Books,4,24.66,South,Emily Taylor,98.64
ORD000820,2024-01-24,CUST3025,Tennis Racket,Sports,3,217.84,West,Sarah Johnson,653.52
ORD000821,2024-06-16,CUST1665,Sneakers,Clothing,5,119.1,North,Emily Taylor,595.5
ORD000822,2024-05-20,CUST8273,Headphones,Electronics,3,568.69,South,Ryan Thompson,1706.0700000000002
ORD000823,2024-02-22,CUST7020,Bedding,Home & Garden,4,80.97,South,John Smith,323.88
ORD000824,2024-11-21,CUST2953,Basketball,Sports,1,173.64,South,Chris Anderson,173.64
ORD000825,2024-02-15,CUST2060,Remote Car,Toys,2,98.09,East,Lisa Brown,196.18
ORD000826,2023-12-13,CUST7958,Dress,Clothing,2,129.72,West,David Wilson,259.44
ORD000827,2024-12-31,CUST6834,Textbook,Books,4,20.92,West,Amanda White,83.68
ORD000828,2024-02-19,CUST3001,Bicycle,Sports,1,129.58,East,Jessica Miller,129.58
ORD000829,2024-05-24,CUST2117,Sweater,Clothing,1,142.51,West,John Smith,142.51
ORD000830,2023-07-03,CUST2578,Bicycle,Sports,5,279.7,North,Ryan Thompson,1398.5
ORD000831,2024-05-19,CUST5287,Tennis Racket,Sports,5,135.09,Central,Emily Taylor,675.45
ORD000832,2024-07-07,CUST2951,Fiction Novel,Books,4,48.1,West,Jessica Miller,192.4
ORD000833,2023-11-19,CUST5965,Yoga Mat,Sports,5,197.37,South,Jessica Miller,986.85
ORD000834,2024-03-17,CUST9037,Jacket,Clothing,1,113.04,Central,  Ryan Thompson ,113.04
ORD000835,2024-08-08,CUST7412,Yoga Mat,Sports,1,235.85,East,Jessica Miller,235.85
ORD000836,2024-08-28,CUST6250,Bicycle,Sports,3,278.68,North,John Smith,836.04
ORD000837,2024-08-27,CUST1440,Smartphone,Electronics,5,1288.01,East,Chris Anderson,6440.05
ORD000838,2023-04-10,CUST5001,Running Shoes,Sports,1,396.98,South,Lisa Brown,396.98
ORD000839,2024-10-25,CUST2875,Kitchen Set,Home & Garden,3,52.93,East,Mike Davis,158.79
ORD000840,2023-01-21,CUST9433,Biography,Books,4,11.5,West,David Wilson,46.0
ORD000841,2023-01-21,CUST7394,Puzzle,Toys,74,64.98,East,Amanda White,4808.52
ORD000842,2023-04-11,CUST9237,Basketball,Sports,4,284.07,East,Mike Davis,1136.28
ORD000843,2024-09-21,CUST9779,Garden Tools,Home & Garden,1,291.75,South,David Wilson,291.75
ORD000844,2023-09-29,CUST2506,Tablet,Electronics,2,1495.1,Central,Sarah Johnson,2990.2
ORD000845,2024-08-29,CUST7997,Garden Tools,Home & Garden,4,48.16,South,Emily Taylor,192.64
ORD000846,2023-03-20,CUST6133,Board Game,Toys,5,57.89,South,Chris Anderson,289.45
ORD000847,2024-02-16,CUST3958,Kitchen Set,Home & Garden,5,169.15,North,Ryan Thompson,845.75
ORD000848,2023-07-11,CUST8656,Self-Help,Books,97,18.52,East,Ryan Thompson,1796.44
ORD000849,2024-09-21,CUST6968,Bicycle,Sports,2,297.48,West,Mike Davis,594.96
ORD000850,2023-09-04,CUST7721,Sweater,Clothing,4,109.09,East,Sarah Johnson,436.36
ORD000851,2024-10-11,CUST5201,Sneakers,Clothing,2,54.7,Central,Lisa Brown,109.4
ORD000852,2024-02-20,CUST8604,T-Shirt,Clothing,3,39.5,West,Ryan Thompson,118.5
ORD000853,2024-03-22,CUST5233,Basketball,Sports,1,100.75,East,Ryan Thompson,100.75
ORD000854,2023-06-30,CUST1906,LEGO Set,Toys,1,96.92,North,Emily Taylor,96.92
ORD000855,2024-09-08,CUST2479,Coffee Maker,Home & Garden,3,273.16,West,Mike Davis,819.48
ORD000856,2023-08-30,CUST9605,Camera,Electronics,5,1154.82,East,Jessica Miller,5774.099999999999
ORD000857,2023-04-03,CUST7388,Dress,Clothing,3,35.9,South,Chris Anderson,107.69999999999999
ORD000858,2023-08-12,CUST7690,T-Shirt,Clothing,78,42.77,East,Amanda White,3336.0600000000004
ORD000859,2023-02-27,CUST9941,Bicycle,Sports,3,165.51,West,Jessica Miller,496.53
ORD000860,2024-11-30,CUST8786,Jacket,Clothing,3,134.33,East,David Wilson,402.99
ORD000861,2023-01-22,CUST4926,Remote Car,Toys,1,17.96,East,Ryan Thompson,17.96
ORD000862,2024-01-29,4872,Garden Tools,Home & Garden,5,273.85,West,Chris Anderson,1369.25
ORD000863,2023-01-09,CUST5872,Running Shoes,Sports,2,137.83,South,Mike Davis,275.66
ORD000864,2024-03-25,CUST1555,Board Game,Toys,4,89.75,East,Sarah Johnson,359.0
ORD000865,2024-05-18,CUST2644,Yoga Mat,Sports,4,372.44,South,David Wilson,1489.76
ORD000866,2024-06-02,CUST6353,Tablet,Electronics,5,747.13,West,John Smith,3735.65
ORD000867,2023-02-23,CUST1050,Action Figure,Toys,2,68.56,West,Lisa Brown,137.12
ORD000868,2024-10-05,CUST9460,Garden Tools,Home & Garden,2,185.47,South,Amanda White,370.94
ORD000869,2024-12-03,CUST5270,Running Shoes,Sports,2,194.31,South,  Amanda White ,388.62
ORD000870,2023-12-02,CUST7182,Vacuum Cleaner,Home & Garden,4,52.79,Central,Lisa Brown,211.16
ORD000871,2023-01-22,CUST8576,Camera,Electronics,1,1041.24,South,David Wilson,1041.24
ORD000872,2024-12-19,CUST3445,T-Shirt,Clothing,3,72.13,North,Emily Taylor,216.39
ORD000873,2023-06-24,CUST9096,Fiction Novel,Books,4,10.56,North,Lisa Brown,42.24
ORD000874,2024-12-31,CUST5717,Jeans,Clothing,3,142.99,West,Chris Anderson,428.97
ORD000875,2023-05-14,CUST4102,Tennis Racket,Sports,68,250.03,West,Mike Davis,17002.04
ORD000876,2024-02-23,8388,T-Shirt,Clothing,5,57.73,South,Emily Taylor,288.65
ORD000877,2024-08-19,CUST7513,Puzzle,Toys,3,22.29,South,Chris Anderson,66.87
ORD000878,2024-12-26,CUST1853,Bicycle,Sports,1,121.08,East,Lisa Brown,121.08
ORD000879,2024-04-27,CUST1745,Kitchen Set,home & garden,88,283.62,North,David Wilson,24958.56
ORD000880,2024-05-31,CUST3166,Self-Help,Books,3,22.1,Central,John Smith,66.30000000000001
ORD000881,2024-08-17,CUST8669,Jacket,Clothing,3,42.08,South,Sarah Johnson,126.24
ORD000882,2023-11-21,CUST1723,Remote Car,Toys,3,51.8,South,  Jessica Miller ,155.39999999999998
ORD000883,2023-10-15,CUST5321,Board Game,Toys,3,9373.0,Central,Emily Taylor,281.19
ORD000884,2024-03-22,CUST8208,Jacket,Clothing,2,115.79,North,Lisa Brown,231.58
ORD000885,2023-06-02,CUST8653,Smartphone,Electronics,2,438.08,West,Sarah Johnson,876.16
ORD000886,2024-05-21,CUST8499,Headphones,Electronics,4,663.48,West,Sarah Johnson,2653.92
ORD000887,2023-06-01,CUST3757,Tablet,Electronics,2,321.65,Central,David Wilson,643.3
ORD000888,2024-07-30,CUST9618,Remote Car,Toys,50,33.05,Central,Mike Davis,1652.4999999999998
ORD000889,2024-03-02,CUST1425,Smartphone,Electronics,3,1198.73,East,Sarah Johnson,3596.19
ORD000890,2024-02-08,CUST3519,Kitchen Set,Home & Garden,3,280.87,North,Sarah Johnson,842.61
ORD000891,2024-04-16,CUST1095,Puzzle,Toys,88,53.59,East,John Smith,4715.92
ORD000892,2024-11-02,CUST3118,Self-Help,Books,5,23.0,South,,115.0
